#Release 14.7 - par P.20131013 (nt64)
#Copyright (c) 1995-2013 Xilinx, Inc.  All rights reserved.

#Sun Jan 17 23:28:46 2021

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       MemoryController_map.ncd
#OUTPUT FILE:      MemoryController_pad.csv
#PART TYPE:        xc6slx75
#SPEED GRADE:      -3
#PACKAGE:          csg484
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
L12,,,VCCINT,,,,,,,,1.2,,,,
L13,,,GND,,,,,,,,,,,,
L14,,,VCCINT,,,,,,,,1.2,,,,
L15,ALUAddressBus<0>,IOB,IO_L28P_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
L16,,,VCCO_1,,,1,,,,,2.50,,,,
L17,ALUAddressBus<20>,IOB,IO_L40P_GCLK11_M1A5_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
L18,,,GND,,,,,,,,,,,,
L19,ALUAddressBus<24>,IOB,IO_L42P_GCLK7_M1UDM_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
L20,ALUAddressBus<26>,IOB,IO_L43P_GCLK5_M1DQ4_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
L21,,,VCCO_1,,,1,,,,,2.50,,,,
L22,ALUAddressBus<27>,IOB,IO_L43N_GCLK4_M1DQ5_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
M1,PCAddressBus<30>,IOB,IO_L38N_M3DQ3_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M2,ExternalDrive<2>,IOB,IO_L38P_M3DQ2_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
M3,ExternalAddressBus<8>,IOB,IO_L45N_M3ODT_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
M4,ExternalAddressBus<7>,IOB,IO_L45P_M3A3_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
M5,ExternalAddressBus<11>,IOB,IO_L47P_M3A0_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
M6,MemoryIOBus<0>,IOB,IO_L31P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M7,PCAddressBus<16>,IOB,IO_L25N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M8,rst,IOB,IO_L25P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
M9,,,VCCINT,,,,,,,,1.2,,,,
M10,,,GND,,,,,,,,,,,,
M11,,,VCCINT,,,,,,,,1.2,,,,
M12,,,GND,,,,,,,,,,,,
M13,,,VCCINT,,,,,,,,1.2,,,,
M14,,,GND,,,,,,,,,,,,
M15,,,VCCAUX,,,,,,,,2.5,,,,
M16,ExternalDataBus<15>,IOB,IO_L58P_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
M17,ExternalDataBus<16>,IOB,IO_L58N_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
M18,ALUAddressBus<22>,IOB,IO_L41P_GCLK9_IRDY1_M1RASN_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
M19,ALUAddressBus<23>,IOB,IO_L41N_GCLK8_M1CASN_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
M20,ExternalDataBus<0>,IOB,IO_L46N_FOE_B_M1DQ3_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
M21,ALUAddressBus<30>,IOB,IO_L45P_A1_M1LDQS_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
M22,ALUAddressBus<31>,IOB,IO_L45N_A0_M1LDQSN_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
N1,PCAddressBus<25>,IOB,IO_L37N_M3DQ1_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
N2,,,GND,,,,,,,,,,,,
N3,ExternalDrive<0>,IOB,IO_L37P_M3DQ0_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
N4,ExternalAddressBus<3>,IOB,IO_L43P_GCLK23_M3RASN_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
N5,,,VCCO_3,,,3,,,,,2.50,,,,
N6,PCAddressBus<14>,IOB,IO_L24N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
N7,PCAddressBus<13>,IOB,IO_L24P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
N8,,,VCCAUX,,,,,,,,2.5,,,,
N9,,,GND,,,,,,,,,,,,
N10,,,VCCINT,,,,,,,,1.2,,,,
N11,,,GND,,,,,,,,,,,,
N12,,,VCCINT,,,,,,,,1.2,,,,
N13,,,GND,,,,,,,,,,,,
N14,,,VCCINT,,,,,,,,1.2,,,,
N15,ExternalDataBus<19>,IOB,IO_L60P_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
N16,ExternalDataBus<20>,IOB,IO_L60N_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
N17,,,GND,,,,,,,,,,,,
N18,,,VCCO_1,,,1,,,,,2.50,,,,
N19,ExternalDataBus<3>,IOB,IO_L46P_FCS_B_M1DQ2_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
N20,ExternalDataBus<1>,IOB,IO_L47P_FWE_B_M1DQ0_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
N21,,,GND,,,,,,,,,,,,
N22,ExternalDataBus<2>,IOB,IO_L47N_LDC_M1DQ1_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P1,ExternalDrive<1>,IOB,IO_L36N_M3DQ9_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
P2,PCAddressBus<19>,IOB,IO_L36P_M3DQ8_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
P3,ExternalAddressBus<4>,IOB,IO_L43N_GCLK22_IRDY2_M3CASN_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
P4,PCAddressBus<7>,IOB,IO_L21P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
P5,PCAddressBus<10>,IOB,IO_L22N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
P6,PCAddressBus<9>,IOB,IO_L22P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
P7,PCAddressBus<12>,IOB,IO_L23N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
P8,PCAddressBus<11>,IOB,IO_L23P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
P9,,,VCCINT,,,,,,,,1.2,,,,
P10,,,GND,,,,,,,,,,,,
P11,,,VCCINT,,,,,,,,1.2,,,,
P12,,,GND,,,,,,,,,,,,
P13,,,VCCINT,,,,,,,,1.2,,,,
P14,,,GND,,,,,,,,,,,,
P15,ExternalDataBus<23>,IOB,IO_L62P_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P16,ExternalDataBus<29>,IOB,IO_L62N_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P17,ExternalDataBus<31>,IOB,IO_L66P_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P18,InstructionBus<0>,IOB,IO_L66N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
P19,ExternalDataBus<27>,IOB,IO_L64P_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P20,ExternalDataBus<28>,IOB,IO_L64N_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P21,ExternalDataBus<7>,IOB,IO_L48P_HDC_M1DQ8_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
P22,ExternalDataBus<4>,IOB,IO_L48N_M1DQ9_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
R1,PCAddressBus<28>,IOB,IO_L35N_M3DQ11_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R2,,,VCCO_3,,,3,,,,,2.50,,,,
R3,PCAddressBus<27>,IOB,IO_L35P_M3DQ10_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R4,PCAddressBus<8>,IOB,IO_L21N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R5,,,GND,,,,,,,,,,,,
R6,,,VCCAUX,,,,,,,,2.5,,,,
R7,InstructionBus<28>,IOB,IO_L11N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
R8,PCAddressBus<4>,IOB,IO_L19N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R9,PCAddressBus<3>,IOB,IO_L19P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
R10,,,VCCAUX,,,,,,,,2.5,,,,
R11,,,NC,,,,,,,,,,,,
R12,,,VCCAUX,,,,,,,,2.5,,,,
R13,,IOBM,IO_L33P_2,UNUSED,,2,,,,,,,,,
R14,,,VCCINT,,,,,,,,1.2,,,,
R15,InstructionBus<3>,IOB,IO_L68P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R16,InstructionBus<4>,IOB,IO_L68N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R17,InstructionBus<5>,IOB,IO_L70P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R18,,,GND,,,,,,,,,,,,
R19,InstructionBus<6>,IOB,IO_L70N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
R20,ExternalDataBus<5>,IOB,IO_L49P_M1DQ10_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
R21,,,VCCO_1,,,1,,,,,2.50,,,,
R22,ExternalDataBus<6>,IOB,IO_L49N_M1DQ11_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
T1,MemoryIOBus<1>,IOB,IO_L34N_M3UDQSN_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T2,PCAddressBus<22>,IOB,IO_L34P_M3UDQS_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T3,PCAddressBus<18>,IOB,IO_L26N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T4,PCAddressBus<17>,IOB,IO_L26P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T5,PCAddressBus<6>,IOB,IO_L20N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T6,PCAddressBus<5>,IOB,IO_L20P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
T7,InstructionBus<26>,IOB,IO_L10N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
T8,InstructionBus<27>,IOB,IO_L11P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
T9,,,VCCO_2,,,2,,,,,any******,,,,
T10,,,NC,,,,,,,,,,,,
T11,,,NC,,,,,,,,,,,,
T12,,IOBM,IO_L34P_2,UNUSED,,2,,,,,,,,,
T13,,,VCCO_2,,,2,,,,,any******,,,,
T14,,IOBM,IO_L20P_2,UNUSED,,2,,,,,,,,,
T15,,,CMPCS_B_2,,,,,,,,,,,,
T16,,,RFUSE,,,,,,,,,,,,
T17,InstructionBus<9>,IOB,IO_L72P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
T18,InstructionBus<10>,IOB,IO_L72N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
T19,InstructionBus<13>,IOB,IO_L74P_AWAKE_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
T20,InstructionBus<14>,IOB,IO_L74N_DOUT_BUSY_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
T21,ExternalDataBus<11>,IOB,IO_L50P_M1UDQS_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
T22,ExternalDataBus<8>,IOB,IO_L50N_M1UDQSN_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
U1,PCAddressBus<24>,IOB,IO_L33N_M3DQ13_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
U2,,,GND,,,,,,,,,,,,
U3,PCAddressBus<23>,IOB,IO_L33P_M3DQ12_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
U4,PCAddressBus<1>,IOB,IO_L18P_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
U5,,,VCCO_3,,,3,,,,,2.50,,,,
U6,InstructionBus<31>,IOB,IO_L13P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U7,,,GND,,,,,,,,,,,,
U8,InstructionBus<25>,IOB,IO_L10P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
U9,,,NC,,,,,,,,,,,,
U10,,,NC,,,,,,,,,,,,
U11,,,VCCAUX,,,,,,,,2.5,,,,
U12,,IOBS,IO_L34N_2,UNUSED,,2,,,,,,,,,
U13,,IOBS,IO_L33N_2,UNUSED,,2,,,,,,,,,
U14,,IOBS,IO_L20N_2,UNUSED,,2,,,,,,,,,
U15,,IOBM,IO_L13P_M1_2,UNUSED,,2,,,,,,,,,
U16,,,DONE_2,,,,,,,,,,,,
U17,,,VBATT,,,,,,,,,,,,
U18,,,VCCO_1,,,1,,,,,2.50,,,,
U19,,,VFS,,,,,,,,,,,,
U20,ExternalDataBus<9>,IOB,IO_L51P_M1DQ12_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
U21,,,GND,,,,,,,,,,,,
U22,ExternalDataBus<10>,IOB,IO_L51N_M1DQ13_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
V1,PCAddressBus<15>,IOB,IO_L32N_M3DQ15_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
V2,PCAddressBus<21>,IOB,IO_L32P_M3DQ14_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
V3,PCAddressBus<2>,IOB,IO_L18N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
V4,,,GND,,,,,,,,,,,,
V5,PCAddressBus<0>,IOB,IO_L13N_3,INPUT,LVCMOS25*,3,,,,NONE,,UNLOCATED,NO,NONE,
V6,,,VCCAUX,,,,,,,,2.5,,,,
V7,,,NC,,,,,,,,,,,,
V8,,,VCCO_2,,,2,,,,,any******,,,,
V9,,,NC,,,,,,,,,,,,
V10,,,GND,,,,,,,,,,,,
V11,,,NC,,,,,,,,,,,,
V12,,,VCCO_2,,,2,,,,,any******,,,,
V13,,IOBM,IO_L12P_D1_MISO2_2,UNUSED,,2,,,,,,,,,
V14,,,GND,,,,,,,,,,,,
V15,,IOBS,IO_L13N_D10_2,UNUSED,,2,,,,,,,,,
V16,,,VCCO_2,,,2,,,,,any******,,,,
V17,InstructionBus<11>,IOB,IO_L73P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
V18,InstructionBus<12>,IOB,IO_L73N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
V19,InstructionBus<7>,IOB,IO_L71P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
V20,InstructionBus<8>,IOB,IO_L71N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
V21,ExternalExchangeReady,IOB,IO_L52P_M1DQ14_1,INPUT,LVCMOS25*,1,,,,NONE,,UNLOCATED,NO,NONE,
V22,ExternalDataBus<12>,IOB,IO_L52N_M1DQ15_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
W1,InstructionBus<24>,IOB,IO_L9N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
W2,,,VCCO_3,,,3,,,,,2.50,,,,
W3,InstructionBus<23>,IOB,IO_L9P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
W4,InstructionBus<19>,IOB,IO_L7P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
W5,,,VCCO_3,,,3,,,,,2.50,,,,
W6,,IOBM,IO_L62P_D5_2,UNUSED,,2,,,,,,,,,
W7,,,GND,,,,,,,,,,,,
W8,,,NC,,,,,,,,,,,,
W9,,IOBM,IO_L47P_2,UNUSED,,2,,,,,,,,,
W10,,,NC,,,,,,,,,,,,
W11,,IOBM,IO_L29P_GCLK3_2,UNUSED,,2,,,,,,,,,
W12,,IOBM,IO_L42P_2,UNUSED,,2,,,,,,,,,
W13,,IOBS,IO_L12N_D2_MISO3_2,UNUSED,,2,,,,,,,,,
W14,,IOBM,IO_L16P_2,UNUSED,,2,,,,,,,,,
W15,,IOBM,IO_L14P_D11_2,UNUSED,,2,,,,,,,,,
W16,,,GND,,,,,,,,,,,,
W17,,IOBM,IO_L1P_CCLK_2,UNUSED,,2,,,,,,,,,
W18,,,SUSPEND,,,,,,,,,,,,
W19,,,GND,,,,,,,,,,,,
W20,ExternalDataBus<13>,IOB,IO_L53P_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
W21,,,VCCO_1,,,1,,,,,2.50,,,,
W22,ExternalDataBus<14>,IOB,IO_L53N_VREF_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
Y1,InstructionBus<18>,IOB,IO_L2N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y2,InstructionBus<17>,IOB,IO_L2P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y3,InstructionBus<21>,IOB,IO_L8P_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y4,InstructionBus<20>,IOB,IO_L7N_3,OUTPUT,LVCMOS25*,3,12,SLOW,,,,UNLOCATED,NO,NONE,
Y5,,IOBM,IO_L65P_INIT_B_2,UNUSED,,2,,,,,,,,,
Y6,,IOBS,IO_L62N_D6_2,UNUSED,,2,,,,,,,,,
Y7,,IOBM,IO_L63P_2,UNUSED,,2,,,,,,,,,
Y8,,IOBS,IO_L47N_2,UNUSED,,2,,,,,,,,,
Y9,,IOBM,IO_L48P_D7_2,UNUSED,,2,,,,,,,,,
Y10,,IOBS,IO_L29N_GCLK2_2,UNUSED,,2,,,,,,,,,
Y11,,IOBM,IO_L31P_GCLK31_D14_2,UNUSED,,2,,,,,,,,,
Y12,,IOBS,IO_L42N_2,UNUSED,,2,,,,,,,,,
Y13,,IOBM,IO_L41P_2,UNUSED,,2,,,,,,,,,
Y14,,IOBS,IO_L16N_VREF_2,UNUSED,,2,,,,,,,,,
Y15,,IOBM,IO_L5P_2,UNUSED,,2,,,,,,,,,
Y16,,IOBS,IO_L14N_D12_2,UNUSED,,2,,,,,,,,,
Y17,,IOBM,IO_L3P_D0_DIN_MISO_MISO1_2,UNUSED,,2,,,,,,,,,
Y18,,IOBS,IO_L1N_M0_CMPMISO_2,UNUSED,,2,,,,,,,,,
Y19,InstructionBus<1>,IOB,IO_L67P_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
Y20,InstructionBus<2>,IOB,IO_L67N_1,OUTPUT,LVCMOS25*,1,12,SLOW,,,,UNLOCATED,NO,NONE,
Y21,ExternalDataBus<17>,IOB,IO_L59P_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,
Y22,ExternalDataBus<18>,IOB,IO_L59N_1,BIDIR,LVCMOS25*,1,12,SLOW,,NONE,,UNLOCATED,NO,NONE,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#
#
